266:351 0:266:351:3:3 
446:112 2:446:112:2:2 
801:71 2:801:71:2:2 
623:144 0:623:144:3:3 
536:148 2:536:148:2:2 
494:348 0:494:348:3:3 
497:8 0:497:8:3:3 
880:447 2:880:447:2:2 
467:335 3:467:335:3:3 
213:316 0:213:316:3:3 
431:373 2:431:373:2:2 
342:144 0:342:144:3:3 
768:295 2:768:295:2:2 
588:152 0:588:152:3:3 
402:29 0:402:29:3:3 
494:463 0:494:463:3:3 
27:392 0:27:392:3:3 
635:223 0:635:223:3:3 
605:397 2:605:397:2:2 
472:233 3:472:233:3:3 
270:92 0:270:92:3:3 
825:299 0:825:299:3:3 
75:388 0:75:388:3:3 
368:394 0:368:394:3:3 
331:30 0:331:30:3:3 
80:286 0:80:286:3:3 
122:53 2:122:53:2:2 
322:375 2:322:375:2:2 
341:457 0:341:457:3:3 
327:234 0:327:234:3:3 
19:333 0:19:333:3:3 
41:389 2:41:389:2:2 
169:216 2:169:216:2:2 
297:19 0:297:19:3:3 
133:445 2:133:445:2:2 
407:178 0:407:178:3:3 
834:218 2:834:218:2:2 
819:178 3:819:178:3:3 
322:486 0:322:486:3:3 
251:308 0:251:308:3:3 
142:133 2:142:133:2:2 
240:35 2:240:35:2:2 
4:174 2:4:174:2:2 
61:75 0:61:75:3:3 
496:244 2:496:244:2:2 
250:132 2:250:132:2:2 
792:491 2:792:491:2:2 
621:147 3:621:147:3:3 
14:323 2:14:323:2:2 
587:15 2:587:15:2:2 
461:43 0:461:43:3:3 
202:227 3:202:227:3:3 
511:127 0:511:127:3:3 
866:90 2:866:90:2:2 
540:159 0:540:159:3:3 
445:349 2:445:349:2:2 
249:68 0:249:68:3:3 
502:278 0:502:278:3:3 
335:288 3:335:288:3:3 
396:135 0:396:135:3:3 
364:275 2:364:275:2:2 
893:485 2:893:485:2:2 
259:137 3:259:137:3:3 
245:48 0:245:48:3:3 
687:201 0:687:201:3:3 
600:33 3:600:33:3:3 
467:106 0:467:106:3:3 
838:47 2:838:47:2:2 
785:177 0:785:177:3:3 
282:344 0:282:344:3:3 
757:149 3:757:149:3:3 
405:288 3:405:288:3:3 
832:116 0:832:116:3:3 
481:154 0:481:154:3:3 
838:190 3:838:190:3:3 
516:396 3:516:396:3:3 
842:181 2:842:181:2:2 
383:279 2:383:279:2:2 
571:39 2:571:39:2:2 
294:370 0:294:370:3:3 
889:246 0:889:246:3:3 
592:472 0:592:472:3:3 
286:396 3:286:396:3:3 
639:38 2:639:38:2:2 
842:260 0:842:260:3:3 
310:278 0:310:278:3:3 
617:91 2:617:91:2:2 
39:210 3:39:210:3:3 
253:216 0:253:216:3:3 
325:315 3:325:315:3:3 
36:290 2:36:290:2:2 
534:33 3:534:33:3:3 
591:48 2:591:48:2:2 
791:434 0:791:434:3:3 
704:348 0:704:348:3:3 
499:72 3:499:72:3:3 
547:182 0:547:182:3:3 
557:273 2:557:273:2:2 
567:43 2:567:43:2:2 
751:446 2:751:446:2:2 
321:221 2:321:221:2:2 
295:420 0:295:420:3:3 
851:268 2:851:268:2:2 
101:149 2:101:149:2:2 
157:387 0:157:387:3:3 
687:8 2:687:8:2:2 
215:141 0:215:141:3:3 
452:193 3:452:193:3:3 
609:322 0:609:322:3:3 
421:318 2:421:318:2:2 
849:339 2:849:339:2:2 
389:304 0:389:304:3:3 
708:18 2:708:18:2:2 
836:111 2:836:111:2:2 
47:425 2:47:425:2:2 
603:364 2:603:364:2:2 
286:72 2:286:72:2:2 
803:382 2:803:382:2:2 
822:14 2:822:14:2:2 
474:424 2:474:424:2:2 
882:285 0:882:285:3:3 
568:57 0:568:57:3:3 
162:236 2:162:236:2:2 
512:446 2:512:446:2:2 
285:400 0:285:400:3:3 
585:9 2:585:9:2:2 
72:323 0:72:323:3:3 
91:161 2:91:161:2:2 
882:364 0:882:364:3:3 
664:7 2:664:7:2:2 
774:60 0:774:60:3:3 
557:324 2:557:324:2:2 
100:433 0:100:433:3:3 
119:375 0:119:375:3:3 
603:10 0:603:10:3:3 
667:17 0:667:17:3:3 
697:193 0:697:193:3:3 
219:261 0:219:261:3:3 
312:161 3:312:161:3:3 
313:200 0:313:200:3:3 
498:244 0:498:244:3:3 
523:333 0:523:333:3:3 
85:436 2:85:436:2:2 
158:416 0:158:416:3:3 
24:196 0:24:196:3:3 
294:484 2:294:484:2:2 
878:115 0:878:115:3:3 
848:66 0:848:66:3:3 
169:347 0:169:347:3:3 
356:377 2:356:377:2:2 
127:26 0:127:26:3:3 
812:353 3:812:353:3:3 
734:246 2:734:246:2:2 
494:491 0:494:491:3:3 
479:125 2:479:125:2:2 
544:314 0:544:314:3:3 
797:136 2:797:136:2:2 
726:22 0:726:22:3:3 
658:334 3:658:334:3:3 
752:445 0:752:445:3:3 
165:302 2:165:302:2:2 
592:214 0:592:214:3:3 
521:94 2:521:94:2:2 
320:265 0:320:265:3:3 
460:17 0:460:17:3:3 
145:178 0:145:178:3:3 
237:332 2:237:332:2:2 
844:500 0:844:500:3:3 
421:5 0:421:5:3:3 
259:438 0:259:438:3:3 
575:356 0:575:356:3:3 
479:275 2:479:275:2:2 
212:382 0:212:382:3:3 
89:493 2:89:493:2:2 
60:314 0:60:314:3:3 
555:493 2:555:493:2:2 
834:337 0:834:337:3:3 
749:322 0:749:322:3:3 
142:272 0:142:272:3:3 
808:300 0:808:300:3:3 
457:450 2:457:450:2:2 
40:182 0:40:182:3:3 
293:172 0:293:172:3:3 
652:485 0:652:485:3:3 
501:9 0:501:9:3:3 
221:23 0:221:23:3:3 
359:479 0:359:479:3:3 
487:234 0:487:234:3:3 
349:66 3:349:66:3:3 
454:497 0:454:497:3:3 
470:94 0:470:94:3:3 
791:18 2:791:18:2:2 
540:274 0:540:274:3:3 
525:194 0:525:194:3:3 
874:420 2:874:420:2:2 
47:258 0:47:258:3:3 
678:489 2:678:489:2:2 
738:151 3:738:151:3:3 
386:224 0:386:224:3:3 
150:9 0:150:9:3:3 
316:353 0:316:353:3:3 
634:484 0:634:484:3:3 
161:399 2:161:399:2:2 
126:152 0:126:152:3:3 
291:165 2:291:165:2:2 
2:48 2:2:48:2:2 
809:416 2:809:416:2:2 
581:279 2:581:279:2:2 
871:38 0:871:38:3:3 
638:311 0:638:311:3:3 
306:410 2:306:410:2:2 
823:131 0:823:131:3:3 
477:323 0:477:323:3:3 
225:298 0:225:298:3:3 
372:175 2:372:175:2:2 
197:30 0:197:30:3:3 
253:252 2:253:252:2:2 
272:421 2:272:421:2:2 
380:274 0:380:274:3:3 
205:377 2:205:377:2:2 
823:382 2:823:382:2:2 
779:438 0:779:438:3:3 
818:400 3:818:400:3:3 
548:249 2:548:249:2:2 
769:252 3:769:252:3:3 
110:462 2:110:462:2:2 
462:169 2:462:169:2:2 
334:150 0:334:150:3:3 
266:94 0:266:94:3:3 
536:272 2:536:272:2:2 
756:491 2:756:491:2:2 
642:406 2:642:406:2:2 
618:500 0:618:500:3:3 
157:280 2:157:280:2:2 
52:498 0:52:498:3:3 
147:286 0:147:286:3:3 
185:215 0:185:215:3:3 
313:10 0:313:10:3:3 
276:250 2:276:250:2:2 
613:191 2:613:191:2:2 
134:232 2:134:232:2:2 
583:387 0:583:387:3:3 
637:41 0:637:41:3:3 
180:350 0:180:350:3:3 
66:97 2:66:97:2:2 
124:51 2:124:51:2:2 
622:310 2:622:310:2:2 
455:122 0:455:122:3:3 
702:334 2:702:334:2:2 
298:112 0:298:112:3:3 
560:355 0:560:355:3:3 
670:232 0:670:232:3:3 
692:288 0:692:288:3:3 
330:487 0:330:487:3:3 
109:434 0:109:434:3:3 
493:19 2:493:19:2:2 
132:255 0:132:255:3:3 
191:348 2:191:348:2:2 
506:366 0:506:366:3:3 
237:14 2:237:14:2:2 
274:24 0:274:24:3:3 
683:252 0:683:252:3:3 
521:233 0:521:233:3:3 
801:361 3:801:361:3:3 
14:110 0:14:110:3:3 
365:362 2:365:362:2:2 
107:391 2:107:391:2:2 
331:38 2:331:38:2:2 
695:249 2:695:249:2:2 
167:436 0:167:436:3:3 
740:330 0:740:330:3:3 
374:216 2:374:216:2:2 
47:226 3:47:226:3:3 
764:336 0:764:336:3:3 
319:165 2:319:165:2:2 
244:78 2:244:78:2:2 
832:496 0:832:496:3:3 
887:410 0:887:410:3:3 
374:75 0:374:75:3:3 
502:188 2:502:188:2:2 
730:467 0:730:467:3:3 
631:473 2:631:473:2:2 
363:230 2:363:230:2:2 
326:494 0:326:494:3:3 
764:150 3:764:150:3:3 
374:163 2:374:163:2:2 
670:396 0:670:396:3:3 
249:147 0:249:147:3:3 
781:154 0:781:154:3:3 
13:240 2:13:240:2:2 
785:95 3:785:95:3:3 
145:440 0:145:440:3:3 
164:364 0:164:364:3:3 
383:120 2:383:120:2:2 
224:479 3:224:479:3:3 
466:372 2:466:372:2:2 
875:208 2:875:208:2:2 
363:4 0:363:4:3:3 
643:214 0:643:214:3:3 
574:418 3:574:418:3:3 
277:77 0:277:77:3:3 
528:278 0:528:278:3:3 
324:16 3:324:16:3:3 
170:393 2:170:393:2:2 
70:141 2:70:141:2:2 
823:449 2:823:449:2:2 
364:490 0:364:490:3:3 
790:138 0:790:138:3:3 
151:324 0:151:324:3:3 
559:443 2:559:443:2:2 
173:140 2:173:140:2:2 
682:38 2:682:38:2:2 
68:486 0:68:486:3:3 
70:284 0:70:284:3:3 
571:281 0:571:281:3:3 
3:341 0:3:341:3:3 
262:450 2:262:450:2:2 
174:270 2:174:270:2:2 
818:483 2:818:483:2:2 
676:116 2:676:116:2:2 
646:140 2:646:140:2:2 
487:351 2:487:351:2:2 
850:195 0:850:195:3:3 
10:394 0:10:394:3:3 
407:137 2:407:137:2:2 
713:201 2:713:201:2:2 
508:451 0:508:451:3:3 
290:138 0:290:138:3:3 
254:171 0:254:171:3:3 
291:447 0:291:447:3:3 
419:370 2:419:370:2:2 
149:69 2:149:69:2:2 
171:333 0:171:333:3:3 
462:436 0:462:436:3:3 
10:285 0:10:285:3:3 
263:189 0:263:189:3:3 
31:417 2:31:417:2:2 
788:364 0:788:364:3:3 
482:125 0:482:125:3:3 
673:186 2:673:186:2:2 
113:321 3:113:321:3:3 
641:6 2:641:6:2:2 
778:124 2:778:124:2:2 
186:429 0:186:429:3:3 
793:323 0:793:323:3:3 
399:266 3:399:266:3:3 
278:233 2:278:233:2:2 
403:318 2:403:318:2:2 
128:200 0:128:200:3:3 
211:80 2:211:80:2:2 
253:339 0:253:339:3:3 
608:334 0:608:334:3:3 
114:187 0:114:187:3:3 
266:340 0:266:340:3:3 
252:45 0:252:45:3:3 
824:406 0:824:406:3:3 
162:469 0:162:469:3:3 
447:228 0:447:228:3:3 
440:14 0:440:14:3:3 
646:194 2:646:194:2:2 
691:275 3:691:275:3:3 
395:271 2:395:271:2:2 
483:208 0:483:208:3:3 
32:360 0:32:360:3:3 
203:209 0:203:209:3:3 
111:440 0:111:440:3:3 
708:467 2:708:467:2:2 
132:211 0:132:211:3:3 
170:42 2:170:42:2:2 
541:41 0:541:41:3:3 
122:26 0:122:26:3:3 
835:276 0:835:276:3:3 
824:227 2:824:227:2:2 
782:301 0:782:301:3:3 
783:28 2:783:28:2:2 
566:388 0:566:388:3:3 
369:44 2:369:44:2:2 
327:112 0:327:112:3:3 
455:63 0:455:63:3:3 
220:312 0:220:312:3:3 
246:320 0:246:320:3:3 
84:411 0:84:411:3:3 
551:417 0:551:417:3:3 
703:378 0:703:378:3:3 
482:106 2:482:106:2:2 
11:216 0:11:216:3:3 
303:104 0:303:104:3:3 
269:136 0:269:136:3:3 
237:276 0:237:276:3:3 
844:316 0:844:316:3:3 
810:380 0:810:380:3:3 
479:363 2:479:363:2:2 
264:280 0:264:280:3:3 
212:438 0:212:438:3:3 
657:231 2:657:231:2:2 
341:278 2:341:278:2:2 
269:25 0:269:25:3:3 
472:475 2:472:475:2:2 
135:449 2:135:449:2:2 
511:90 0:511:90:3:3 
278:297 2:278:297:2:2 
481:403 0:481:403:3:3 
326:453 2:326:453:2:2 
482:422 2:482:422:2:2 
287:437 0:287:437:3:3 
41:219 3:41:219:3:3 
667:59 2:667:59:2:2 
154:410 2:154:410:2:2 
463:148 0:463:148:3:3 
84:95 0:84:95:3:3 
742:182 2:742:182:2:2 
819:484 0:819:484:3:3 
71:435 0:71:435:3:3 
255:214 2:255:214:2:2 
771:9 2:771:9:2:2 
221:450 0:221:450:3:3 
538:260 2:538:260:2:2 
405:267 2:405:267:2:2 
278:11 2:278:11:2:2 
500:143 0:500:143:3:3 
235:170 0:235:170:3:3 
454:328 2:454:328:2:2 
573:286 2:573:286:2:2 
683:151 0:683:151:3:3 
79:85 2:79:85:2:2 
463:426 0:463:426:3:3 
709:462 0:709:462:3:3 
809:309 2:809:309:2:2 
676:25 0:676:25:3:3 
330:477 0:330:477:3:3 
17:239 0:17:239:3:3 
83:255 0:83:255:3:3 
600:275 0:600:275:3:3 
747:164 0:747:164:3:3 
73:60 3:73:60:3:3 
897:213 3:897:213:3:3 
898:190 2:898:190:2:2 
109:343 2:109:343:2:2 
663:354 2:663:354:2:2 
153:493 0:153:493:3:3 
525:381 0:525:381:3:3 
872:262 0:872:262:3:3 
419:366 0:419:366:3:3 
115:191 3:115:191:3:3 
232:481 0:232:481:3:3 
660:331 0:660:331:3:3 
24:493 0:24:493:3:3 
647:63 0:647:63:3:3 
305:452 0:305:452:3:3 
641:98 0:641:98:3:3 
231:412 2:231:412:2:2 
718:112 0:718:112:3:3 
261:273 2:261:273:2:2 
523:66 0:523:66:3:3 
427:41 0:427:41:3:3 
615:472 0:615:472:3:3 
546:161 2:546:161:2:2 
33:466 0:33:466:3:3 
474:68 0:474:68:3:3 
369:282 0:369:282:3:3 
519:150 3:519:150:3:3 
652:348 2:652:348:2:2 
128:377 0:128:377:3:3 
493:185 2:493:185:2:2 
20:191 0:20:191:3:3 
702:462 3:702:462:3:3 
744:137 2:744:137:2:2 
426:326 2:426:326:2:2 
394:404 2:394:404:2:2 
882:43 2:882:43:2:2 
61:308 3:61:308:3:3 
497:15 0:497:15:3:3 
650:165 0:650:165:3:3 
707:428 0:707:428:3:3 
185:84 2:185:84:2:2 
449:428 0:449:428:3:3 
503:17 0:503:17:3:3 
109:122 0:109:122:3:3 
575:109 0:575:109:3:3 
139:406 0:139:406:3:3 
155:382 2:155:382:2:2 
265:274 0:265:274:3:3 
692:399 0:692:399:3:3 
51:257 3:51:257:3:3 
90:345 2:90:345:2:2 
271:268 2:271:268:2:2 
787:226 0:787:226:3:3 
94:240 0:94:240:3:3 
188:365 0:188:365:3:3 
133:444 2:133:444:2:2 
619:205 2:619:205:2:2 
416:240 0:416:240:3:3 
193:193 3:193:193:3:3 
875:493 2:875:493:2:2 
303:12 2:303:12:2:2 
86:372 2:86:372:2:2 
658:13 2:658:13:2:2 
457:340 0:457:340:3:3 
682:391 0:682:391:3:3 
761:70 2:761:70:2:2 
350:41 3:350:41:3:3 
833:17 0:833:17:3:3 
515:260 2:515:260:2:2 
820:265 0:820:265:3:3 
658:156 2:658:156:2:2 
403:87 2:403:87:2:2 
843:152 0:843:152:3:3 
331:460 0:331:460:3:3 
95:383 0:95:383:3:3 
814:491 0:814:491:3:3 
652:450 3:652:450:3:3 
283:353 0:283:353:3:3 
363:63 0:363:63:3:3 
93:330 2:93:330:2:2 
3:126 0:3:126:3:3 
26:12 0:26:12:3:3 
630:19 2:630:19:2:2 
814:346 3:814:346:3:3 
652:337 2:652:337:2:2 
871:351 2:871:351:2:2 
502:390 0:502:390:3:3 
329:76 0:329:76:3:3 
750:416 3:750:416:3:3 
224:374 0:224:374:3:3 
405:303 0:405:303:3:3 
842:129 0:842:129:3:3 
194:208 3:194:208:3:3 
46:51 2:46:51:2:2 
49:381 0:49:381:3:3 
875:41 0:875:41:3:3 
514:257 2:514:257:2:2 
642:458 0:642:458:3:3 
55:163 0:55:163:3:3 
383:278 0:383:278:3:3 
130:22 0:130:22:3:3 
224:229 0:224:229:3:3 
357:242 0:357:242:3:3 
807:107 2:807:107:2:2 
82:255 0:82:255:3:3 
634:304 3:634:304:3:3 
466:94 0:466:94:3:3 
638:280 0:638:280:3:3 
286:397 0:286:397:3:3 
224:232 2:224:232:2:2 
311:74 3:311:74:3:3 
738:466 0:738:466:3:3 
386:319 0:386:319:3:3 
499:474 0:499:474:3:3 
120:37 0:120:37:3:3 
373:445 2:373:445:2:2 
211:334 0:211:334:3:3 
818:282 0:818:282:3:3 
103:228 0:103:228:3:3 
585:125 2:585:125:2:2 
475:325 2:475:325:2:2 
827:40 2:827:40:2:2 
226:442 2:226:442:2:2 
760:245 0:760:245:3:3 
633:361 2:633:361:2:2 
822:493 0:822:493:3:3 
181:411 0:181:411:3:3 
594:132 0:594:132:3:3 
116:192 0:116:192:3:3 
45:316 0:45:316:3:3 
219:310 2:219:310:2:2 
362:111 0:362:111:3:3 
280:115 0:280:115:3:3 
669:487 0:669:487:3:3 
546:338 0:546:338:3:3 
664:277 0:664:277:3:3 
622:94 2:622:94:2:2 
755:88 0:755:88:3:3 
239:107 0:239:107:3:3 
276:231 0:276:231:3:3 
580:85 0:580:85:3:3 
157:164 0:157:164:3:3 
30:434 3:30:434:3:3 
860:485 2:860:485:2:2 
848:293 2:848:293:2:2 
132:486 2:132:486:2:2 
891:409 0:891:409:3:3 
176:482 0:176:482:3:3 
845:261 0:845:261:3:3 
698:363 0:698:363:3:3 
523:332 2:523:332:2:2 
228:478 3:228:478:3:3 
885:158 2:885:158:2:2 
54:185 3:54:185:3:3 
750:447 2:750:447:2:2 
432:415 0:432:415:3:3 
825:100 0:825:100:3:3 
851:34 2:851:34:2:2 
227:158 0:227:158:3:3 
318:43 0:318:43:3:3 
160:197 0:160:197:3:3 
179:291 3:179:291:3:3 
146:488 0:146:488:3:3 
274:53 0:274:53:3:3 
132:171 2:132:171:2:2 
871:159 2:871:159:2:2 
354:263 0:354:263:3:3 
887:147 0:887:147:3:3 
109:239 0:109:239:3:3 
682:89 2:682:89:2:2 
496:252 2:496:252:2:2 
585:114 2:585:114:2:2 
561:403 3:561:403:3:3 
730:333 0:730:333:3:3 
236:246 0:236:246:3:3 
53:472 0:53:472:3:3 
436:464 3:436:464:3:3 
274:471 0:274:471:3:3 
131:354 3:131:354:3:3 
250:54 0:250:54:3:3 
503:392 2:503:392:2:2 
711:103 3:711:103:3:3 
783:362 0:783:362:3:3 
752:156 0:752:156:3:3 
321:19 3:321:19:3:3 
679:389 0:679:389:3:3 
4:131 0:4:131:3:3 
316:173 0:316:173:3:3 
335:371 0:335:371:3:3 
887:294 0:887:294:3:3 
374:415 2:374:415:2:2 
47:47 0:47:47:3:3 
711:6 2:711:6:2:2 
783:124 2:783:124:2:2 
678:199 2:678:199:2:2 
769:357 2:769:357:2:2 
496:297 2:496:297:2:2 
282:156 0:282:156:3:3 
320:71 0:320:71:3:3 
672:300 0:672:300:3:3 
411:304 0:411:304:3:3 
104:433 0:104:433:3:3 
624:53 0:624:53:3:3 
538:461 2:538:461:2:2 
82:44 2:82:44:2:2 
875:132 2:875:132:2:2 
468:310 0:468:310:3:3 
70:166 0:70:166:3:3 
382:148 0:382:148:3:3 
206:486 0:206:486:3:3 
634:485 3:634:485:3:3 
250:490 2:250:490:2:2 
254:466 2:254:466:2:2 
1:478 2:1:478:2:2 
40:356 3:40:356:3:3 
885:212 0:885:212:3:3 
889:145 2:889:145:2:2 
174:243 0:174:243:3:3 
68:274 2:68:274:2:2 
35:171 0:35:171:3:3 
534:83 2:534:83:2:2 
229:374 2:229:374:2:2 
202:459 2:202:459:2:2 
686:142 2:686:142:2:2 
799:149 2:799:149:2:2 
177:398 0:177:398:3:3 
438:87 3:438:87:3:3 
404:227 0:404:227:3:3 
760:17 2:760:17:2:2 
887:497 2:887:497:2:2 
548:250 2:548:250:2:2 
594:104 2:594:104:2:2 
813:447 2:813:447:2:2 
212:319 2:212:319:2:2 
319:321 0:319:321:3:3 
103:494 2:103:494:2:2 
125:18 0:125:18:3:3 
665:375 0:665:375:3:3 
589:419 0:589:419:3:3 
8:220 0:8:220:3:3 
336:279 0:336:279:3:3 
686:475 3:686:475:3:3 
138:21 0:138:21:3:3 
584:61 0:584:61:3:3 
896:105 0:896:105:3:3 
441:350 2:441:350:2:2 
493:351 2:493:351:2:2 
403:139 2:403:139:2:2 
793:279 0:793:279:3:3 
134:233 0:134:233:3:3 
615:480 2:615:480:2:2 
817:425 0:817:425:3:3 
584:396 0:584:396:3:3 
507:463 3:507:463:3:3 
822:154 2:822:154:2:2 
258:422 3:258:422:3:3 
493:240 0:493:240:3:3 
358:272 2:358:272:2:2 
792:89 2:792:89:2:2 
338:99 2:338:99:2:2 
209:313 2:209:313:2:2 
63:34 0:63:34:3:3 
545:295 0:545:295:3:3 
854:299 0:854:299:3:3 
450:37 3:450:37:3:3 
33:11 0:33:11:3:3 
380:166 0:380:166:3:3 
608:385 0:608:385:3:3 
39:53 0:39:53:3:3 
170:164 2:170:164:2:2 
280:412 0:280:412:3:3 
858:73 0:858:73:3:3 
569:26 0:569:26:3:3 
623:203 0:623:203:3:3 
881:472 2:881:472:2:2 
792:375 0:792:375:3:3 
209:475 2:209:475:2:2 
859:417 2:859:417:2:2 
496:137 2:496:137:2:2 
848:190 0:848:190:3:3 
646:257 0:646:257:3:3 
649:35 2:649:35:2:2 
375:387 0:375:387:3:3 
565:255 0:565:255:3:3 
425:476 2:425:476:2:2 
93:386 0:93:386:3:3 
539:476 0:539:476:3:3 
868:256 3:868:256:3:3 
655:364 2:655:364:2:2 
435:149 2:435:149:2:2 
781:439 2:781:439:2:2 
434:160 2:434:160:2:2 
17:458 0:17:458:3:3 
626:334 0:626:334:3:3 
296:287 2:296:287:2:2 
630:270 0:630:270:3:3 
354:13 0:354:13:3:3 
445:418 2:445:418:2:2 
601:52 0:601:52:3:3 
808:365 2:808:365:2:2 
554:130 2:554:130:2:2 
710:9 2:710:9:2:2 
611:79 3:611:79:3:3 
482:169 0:482:169:3:3 
395:375 2:395:375:2:2 
122:384 0:122:384:3:3 
88:16 0:88:16:3:3 
306:123 0:306:123:3:3 
607:155 0:607:155:3:3 
828:212 0:828:212:3:3 
814:291 0:814:291:3:3 
141:139 0:141:139:3:3 
364:340 0:364:340:3:3 
93:178 2:93:178:2:2 
829:254 0:829:254:3:3 
758:140 2:758:140:2:2 
596:223 0:596:223:3:3 
513:99 2:513:99:2:2 
786:451 0:786:451:3:3 
760:480 2:760:480:2:2 
739:474 0:739:474:3:3 
13:290 0:13:290:3:3 
272:228 0:272:228:3:3 
680:225 0:680:225:3:3 
461:234 0:461:234:3:3 
202:365 0:202:365:3:3 
59:236 0:59:236:3:3 
281:90 0:281:90:3:3 
581:175 2:581:175:2:2 
747:187 0:747:187:3:3 
823:230 0:823:230:3:3 
736:200 3:736:200:3:3 
25:93 2:25:93:2:2 
793:275 0:793:275:3:3 
48:202 0:48:202:3:3 
581:48 0:581:48:3:3 
528:68 2:528:68:2:2 
894:9 0:894:9:3:3 
255:89 0:255:89:3:3 
346:483 2:346:483:2:2 
430:497 2:430:497:2:2 
864:108 0:864:108:3:3 
594:189 0:594:189:3:3 
477:471 0:477:471:3:3 
742:77 0:742:77:3:3 
52:441 2:52:441:2:2 
339:426 0:339:426:3:3 
448:229 2:448:229:2:2 
508:307 0:508:307:3:3 
594:76 0:594:76:3:3 
281:485 0:281:485:3:3 
615:294 0:615:294:3:3 
836:17 0:836:17:3:3 
485:77 0:485:77:3:3 
512:359 2:512:359:2:2 
713:298 0:713:298:3:3 
594:479 2:594:479:2:2 
669:347 2:669:347:2:2 
851:436 0:851:436:3:3 
693:473 0:693:473:3:3 
417:86 2:417:86:2:2 
897:300 0:897:300:3:3 
191:11 0:191:11:3:3 
275:368 0:275:368:3:3 
22:207 2:22:207:2:2 
295:77 2:295:77:2:2 
648:362 0:648:362:3:3 
247:372 0:247:372:3:3 
603:452 0:603:452:3:3 
507:491 2:507:491:2:2 
750:277 0:750:277:3:3 
69:261 0:69:261:3:3 
450:9 0:450:9:3:3 
802:466 0:802:466:3:3 
418:491 2:418:491:2:2 
612:382 2:612:382:2:2 
332:37 0:332:37:3:3 
53:54 3:53:54:3:3 
209:438 2:209:438:2:2 
483:211 0:483:211:3:3 
356:163 0:356:163:3:3 
212:169 2:212:169:2:2 
731:297 0:731:297:3:3 
180:81 0:180:81:3:3 
53:205 2:53:205:2:2 
2:126 3:2:126:3:3 
132:220 0:132:220:3:3 
170:43 0:170:43:3:3 
712:263 0:712:263:3:3 
579:141 0:579:141:3:3 
506:387 2:506:387:2:2 
640:263 0:640:263:3:3 
874:285 2:874:285:2:2 
184:131 3:184:131:3:3 
796:410 0:796:410:3:3 
635:162 0:635:162:3:3 
595:325 2:595:325:2:2 
321:62 2:321:62:2:2 
104:442 0:104:442:3:3 
839:468 0:839:468:3:3 
677:393 2:677:393:2:2 
274:396 0:274:396:3:3 
113:188 0:113:188:3:3 
81:469 2:81:469:2:2 
740:367 0:740:367:3:3 
688:379 2:688:379:2:2 
28:163 0:28:163:3:3 
122:194 0:122:194:3:3 
142:175 0:142:175:3:3 
646:14 2:646:14:2:2 
601:16 0:601:16:3:3 
800:78 2:800:78:2:2 
548:237 2:548:237:2:2 
250:426 2:250:426:2:2 
481:402 0:481:402:3:3 
413:398 0:413:398:3:3 
843:153 2:843:153:2:2 
306:328 0:306:328:3:3 
63:104 0:63:104:3:3 
734:103 3:734:103:3:3 
663:185 0:663:185:3:3 
131:88 0:131:88:3:3 
379:337 2:379:337:2:2 
623:53 2:623:53:2:2 
562:300 2:562:300:2:2 
328:394 2:328:394:2:2 
435:494 0:435:494:3:3 
329:87 2:329:87:2:2 
663:46 3:663:46:3:3 
481:124 2:481:124:2:2 
500:136 0:500:136:3:3 
600:246 0:600:246:3:3 
619:178 0:619:178:3:3 
638:402 2:638:402:2:2 
518:499 0:518:499:3:3 
782:463 0:782:463:3:3 
3:291 0:3:291:3:3 
500:63 2:500:63:2:2 
410:291 0:410:291:3:3 
818:228 2:818:228:2:2 
68:475 0:68:475:3:3 
16:182 0:16:182:3:3 
804:87 0:804:87:3:3 
254:490 0:254:490:3:3 
790:6 2:790:6:2:2 
153:67 0:153:67:3:3 
525:491 0:525:491:3:3 
840:259 2:840:259:2:2 
144:266 0:144:266:3:3 
191:233 2:191:233:2:2 
262:318 0:262:318:3:3 
618:152 2:618:152:2:2 
49:131 0:49:131:3:3 
837:442 0:837:442:3:3 
784:314 2:784:314:2:2 
382:281 2:382:281:2:2 
534:394 2:534:394:2:2 
651:170 0:651:170:3:3 
817:134 2:817:134:2:2 
865:21 2:865:21:2:2 
234:272 0:234:272:3:3 
452:239 0:452:239:3:3 
609:292 0:609:292:3:3 
628:64 2:628:64:2:2 
522:341 0:522:341:3:3 
153:270 2:153:270:2:2 
561:185 0:561:185:3:3 
779:78 0:779:78:3:3 
263:305 2:263:305:2:2 
157:302 0:157:302:3:3 
214:417 2:214:417:2:2 
79:23 2:79:23:2:2 
748:329 3:748:329:3:3 
484:175 3:484:175:3:3 
464:292 3:464:292:3:3 
566:37 0:566:37:3:3 
859:45 0:859:45:3:3 
751:235 2:751:235:2:2 
896:3 3:896:3:3:3 
557:350 2:557:350:2:2 
67:238 0:67:238:3:3 
450:250 2:450:250:2:2 
90:149 0:90:149:3:3 
588:436 0:588:436:3:3 
755:157 0:755:157:3:3 
522:6 0:522:6:3:3 
119:258 0:119:258:3:3 
198:363 2:198:363:2:2 
90:4 0:90:4:3:3 
137:165 2:137:165:2:2 
240:409 0:240:409:3:3 
717:233 0:717:233:3:3 
275:106 2:275:106:2:2 
612:385 0:612:385:3:3 
29:167 0:29:167:3:3 
252:272 0:252:272:3:3 
76:70 0:76:70:3:3 
541:30 2:541:30:2:2 
796:335 0:796:335:3:3 
