787:275 0:787:275:3:3 
246:157 0:246:157:3:3 
763:293 0:763:293:3:3 
16:376 0:16:376:3:3 
191:105 0:191:105:3:3 
353:217 0:353:217:3:3 
316:459 0:316:459:3:3 
373:22 0:373:22:3:3 
376:294 0:376:294:3:3 
598:465 0:598:465:3:3 
529:62 0:529:62:3:3 
69:269 0:69:269:3:3 
454:313 0:454:313:3:3 
130:387 2:130:387:2:2 
168:210 0:168:210:3:3 
885:107 0:885:107:3:3 
705:285 0:705:285:3:3 
476:51 0:476:51:3:3 
410:179 2:410:179:2:2 
601:348 0:601:348:3:3 
758:472 0:758:472:3:3 
453:255 0:453:255:3:3 
74:228 0:74:228:3:3 
311:241 0:311:241:3:3 
59:152 0:59:152:3:3 
316:297 0:316:297:3:3 
64:306 0:64:306:3:3 
562:17 0:562:17:3:3 
875:239 0:875:239:3:3 
804:86 0:804:86:3:3 
217:439 0:217:439:3:3 
116:462 0:116:462:3:3 
888:415 0:888:415:3:3 
870:211 0:870:211:3:3 
376:115 0:376:115:3:3 
34:457 0:34:457:3:3 
396:288 0:396:288:3:3 
883:356 0:883:356:3:3 
441:441 0:441:441:3:3 
869:22 0:869:22:3:3 
410:452 0:410:452:3:3 
272:493 0:272:493:3:3 
78:49 0:78:49:3:3 
760:72 0:760:72:3:3 
259:182 0:259:182:3:3 
524:187 0:524:187:3:3 
196:68 0:196:68:3:3 
570:457 0:570:457:3:3 
589:411 0:589:411:3:3 
456:233 0:456:233:3:3 
774:311 0:774:311:3:3 
813:211 0:813:211:3:3 
524:266 0:524:266:3:3 
708:63 0:708:63:3:3 
195:132 0:195:132:3:3 
893:101 0:893:101:3:3 
604:248 0:604:248:3:3 
835:97 0:835:97:3:3 
148:22 0:148:22:3:3 
186:321 0:186:321:3:3 
650:496 0:650:496:3:3 
379:336 0:379:336:3:3 
755:237 0:755:237:3:3 
318:301 0:318:301:3:3 
663:234 0:663:234:3:3 
381:403 0:381:403:3:3 
110:83 0:110:83:3:3 
422:383 0:422:383:3:3 
171:189 0:171:189:3:3 
636:431 0:636:431:3:3 
692:361 0:692:361:3:3 
436:47 0:436:47:3:3 
261:140 0:261:140:3:3 
775:462 0:775:462:3:3 
119:176 0:119:176:3:3 
330:193 0:330:193:3:3 
32:372 0:32:372:3:3 
392:373 0:392:373:3:3 
623:256 0:623:256:3:3 
664:377 0:664:377:3:3 
683:183 2:683:183:2:2 
99:444 0:99:444:3:3 
764:131 3:764:131:3:3 
264:71 0:264:71:3:3 
123:34 0:123:34:3:3 
447:209 0:447:209:3:3 
696:74 0:696:74:3:3 
825:298 0:825:298:3:3 
94:353 0:94:353:3:3 
160:339 0:160:339:3:3 
332:302 0:332:302:3:3 
374:145 0:374:145:3:3 
670:450 0:670:450:3:3 
801:273 0:801:273:3:3 
646:28 0:646:28:3:3 
867:48 0:867:48:3:3 
740:258 2:740:258:2:2 
302:477 0:302:477:3:3 
621:1 0:621:1:3:3 
674:144 0:674:144:3:3 
681:479 0:681:479:3:3 
725:35 0:725:35:3:3 
514:339 0:514:339:3:3 
800:309 0:800:309:3:3 
527:299 0:527:299:3:3 
37:178 0:37:178:3:3 
573:64 0:573:64:3:3 
590:356 0:590:356:3:3 
362:381 0:362:381:3:3 
188:479 3:188:479:3:3 
805:189 0:805:189:3:3 
349:17 0:349:17:3:3 
97:248 0:97:248:3:3 
150:98 0:150:98:3:3 
832:117 2:832:117:2:2 
177:128 0:177:128:3:3 
97:105 0:97:105:3:3 
704:191 0:704:191:3:3 
268:193 2:268:193:2:2 
395:166 0:395:166:3:3 
552:483 0:552:483:3:3 
36:220 0:36:220:3:3 
610:297 0:610:297:3:3 
22:411 0:22:411:3:3 
462:210 0:462:210:3:3 
182:221 0:182:221:3:3 
419:189 0:419:189:3:3 
627:314 0:627:314:3:3 
689:15 0:689:15:3:3 
103:373 0:103:373:3:3 
36:434 0:36:434:3:3 
737:283 0:737:283:3:3 
385:238 0:385:238:3:3 
24:346 0:24:346:3:3 
7:115 0:7:115:3:3 
263:133 0:263:133:3:3 
67:284 0:67:284:3:3 
305:407 0:305:407:3:3 
286:384 0:286:384:3:3 
774:275 0:774:275:3:3 
855:476 0:855:476:3:3 
712:86 0:712:86:3:3 
197:235 0:197:235:3:3 
641:78 0:641:78:3:3 
788:395 0:788:395:3:3 
827:359 0:827:359:3:3 
461:366 2:461:366:2:2 
487:348 0:487:348:3:3 
751:125 0:751:125:3:3 
589:114 0:589:114:3:3 
313:207 0:313:207:3:3 
333:308 0:333:308:3:3 
872:58 0:872:58:3:3 
636:435 0:636:435:3:3 
111:387 0:111:387:3:3 
403:442 0:403:442:3:3 
118:421 0:118:421:3:3 
270:142 0:270:142:3:3 
20:433 0:20:433:3:3 
612:11 0:612:11:3:3 
354:263 0:354:263:3:3 
155:346 0:155:346:3:3 
392:56 0:392:56:3:3 
602:481 0:602:481:3:3 
397:313 0:397:313:3:3 
53:439 0:53:439:3:3 
146:123 0:146:123:3:3 
611:373 0:611:373:3:3 
132:58 0:132:58:3:3 
834:140 0:834:140:3:3 
236:246 0:236:246:3:3 
492:8 0:492:8:3:3 
113:325 0:113:325:3:3 
815:212 0:815:212:3:3 
18:203 0:18:203:3:3 
344:47 0:344:47:3:3 
326:387 0:326:387:3:3 
735:109 0:735:109:3:3 
496:474 0:496:474:3:3 
834:430 0:834:430:3:3 
178:138 0:178:138:3:3 
700:267 0:700:267:3:3 
402:450 0:402:450:3:3 
829:105 0:829:105:3:3 
249:103 0:249:103:3:3 
377:26 0:377:26:3:3 
714:187 0:714:187:3:3 
770:417 0:770:417:3:3 
574:391 0:574:391:3:3 
463:76 2:463:76:2:2 
524:219 2:524:219:2:2 
296:414 0:296:414:3:3 
456:278 0:456:278:3:3 
364:391 0:364:391:3:3 
349:117 0:349:117:3:3 
576:39 0:576:39:3:3 
98:311 0:98:311:3:3 
705:453 0:705:453:3:3 
245:388 0:245:388:3:3 
83:89 0:83:89:3:3 
709:209 0:709:209:3:3 
785:301 0:785:301:3:3 
328:336 0:328:336:3:3 
770:155 0:770:155:3:3 
864:354 0:864:354:3:3 
112:455 0:112:455:3:3 
334:96 0:334:96:3:3 
349:486 0:349:486:3:3 
277:377 0:277:377:3:3 
452:170 0:452:170:3:3 
172:353 0:172:353:3:3 
324:164 0:324:164:3:3 
767:144 0:767:144:3:3 
96:75 0:96:75:3:3 
372:168 0:372:168:3:3 
143:321 0:143:321:3:3 
177:398 0:177:398:3:3 
567:153 0:567:153:3:3 
456:137 0:456:137:3:3 
182:185 0:182:185:3:3 
149:32 0:149:32:3:3 
244:482 2:244:482:2:2 
210:206 0:210:206:3:3 
727:471 0:727:471:3:3 
474:363 0:474:363:3:3 
770:300 0:770:300:3:3 
851:299 0:851:299:3:3 
447:412 0:447:412:3:3 
30:140 0:30:140:3:3 
585:379 0:585:379:3:3 
787:291 0:787:291:3:3 
475:79 0:475:79:3:3 
78:152 0:78:152:3:3 
426:409 0:426:409:3:3 
31:431 0:31:431:3:3 
10:88 0:10:88:3:3 
893:45 0:893:45:3:3 
501:273 0:501:273:3:3 
701:338 0:701:338:3:3 
176:319 0:176:319:3:3 
848:257 0:848:257:3:3 
100:86 0:100:86:3:3 
470:32 0:470:32:3:3 
166:280 0:166:280:3:3 
142:139 0:142:139:3:3 
440:115 0:440:115:3:3 
114:118 0:114:118:3:3 
497:70 0:497:70:3:3 
507:45 3:507:45:3:3 
271:166 0:271:166:3:3 
378:105 0:378:105:3:3 
479:195 0:479:195:3:3 
85:312 0:85:312:3:3 
216:393 0:216:393:3:3 
14:252 0:14:252:3:3 
750:202 0:750:202:3:3 
146:460 0:146:460:3:3 
421:198 0:421:198:3:3 
759:392 0:759:392:3:3 
193:111 0:193:111:3:3 
527:6 0:527:6:3:3 
51:377 0:51:377:3:3 
108:382 2:108:382:2:2 
289:444 0:289:444:3:3 
365:361 0:365:361:3:3 
458:349 0:458:349:3:3 
33:351 2:33:351:2:2 
424:325 0:424:325:3:3 
170:361 0:170:361:3:3 
65:85 0:65:85:3:3 
191:20 0:191:20:3:3 
377:363 0:377:363:3:3 
679:472 0:679:472:3:3 
458:172 0:458:172:3:3 
691:438 0:691:438:3:3 
179:74 0:179:74:3:3 
306:123 0:306:123:3:3 
17:244 0:17:244:3:3 
77:174 0:77:174:3:3 
700:303 0:700:303:3:3 
520:157 0:520:157:3:3 
350:368 0:350:368:3:3 
526:22 2:526:22:2:2 
236:271 0:236:271:3:3 
130:444 0:130:444:3:3 
352:372 0:352:372:3:3 
95:452 0:95:452:3:3 
795:434 0:795:434:3:3 
64:440 0:64:440:3:3 
88:302 2:88:302:2:2 
515:19 0:515:19:3:3 
738:184 0:738:184:3:3 
25:259 0:25:259:3:3 
780:437 0:780:437:3:3 
747:42 0:747:42:3:3 
69:74 0:69:74:3:3 
54:141 0:54:141:3:3 
130:222 0:130:222:3:3 
738:299 0:738:299:3:3 
124:399 0:124:399:3:3 
595:398 0:595:398:3:3 
634:360 0:634:360:3:3 
784:79 0:784:79:3:3 
324:152 0:324:152:3:3 
235:495 0:235:495:3:3 
629:179 0:629:179:3:3 
22:323 0:22:323:3:3 
794:408 0:794:408:3:3 
543:231 0:543:231:3:3 
826:135 0:826:135:3:3 
850:83 0:850:83:3:3 
816:207 0:816:207:3:3 
390:438 0:390:438:3:3 
708:437 0:708:437:3:3 
357:161 0:357:161:3:3 
177:315 0:177:315:3:3 
220:383 0:220:383:3:3 
632:103 0:632:103:3:3 
319:59 0:319:59:3:3 
196:240 0:196:240:3:3 
404:485 0:404:485:3:3 
275:368 0:275:368:3:3 
722:315 2:722:315:2:2 
171:451 0:171:451:3:3 
474:16 0:474:16:3:3 
557:395 0:557:395:3:3 
461:310 0:461:310:3:3 
826:476 0:826:476:3:3 
755:302 0:755:302:3:3 
848:124 0:848:124:3:3 
209:438 0:209:438:3:3 
449:455 0:449:455:3:3 
731:297 0:731:297:3:3 
623:239 0:623:239:3:3 
401:356 0:401:356:3:3 
185:317 2:185:317:2:2 
766:222 0:766:222:3:3 
388:102 0:388:102:3:3 
299:325 0:299:325:3:3 
692:436 0:692:436:3:3 
114:4 0:114:4:3:3 
517:207 0:517:207:3:3 
876:28 0:876:28:3:3 
830:30 2:830:30:2:2 
156:121 2:156:121:2:2 
564:110 0:564:110:3:3 
677:393 0:677:393:3:3 
326:297 0:326:297:3:3 
473:235 0:473:235:3:3 
626:483 0:626:483:3:3 
113:188 0:113:188:3:3 
222:494 0:222:494:3:3 
188:330 0:188:330:3:3 
578:94 0:578:94:3:3 
857:13 0:857:13:3:3 
369:484 0:369:484:3:3 
808:455 0:808:455:3:3 
496:403 0:496:403:3:3 
815:140 0:815:140:3:3 
830:379 0:830:379:3:3 
781:300 0:781:300:3:3 
212:243 0:212:243:3:3 
288:399 0:288:399:3:3 
335:299 0:335:299:3:3 
192:43 0:192:43:3:3 
279:325 0:279:325:3:3 
853:426 0:853:426:3:3 
396:157 0:396:157:3:3 
3:213 0:3:213:3:3 
553:38 0:553:38:3:3 
663:185 0:663:185:3:3 
296:25 0:296:25:3:3 
278:153 0:278:153:3:3 
753:347 0:753:347:3:3 
871:314 0:871:314:3:3 
595:271 0:595:271:3:3 
47:340 0:47:340:3:3 
529:61 0:529:61:3:3 
224:363 0:224:363:3:3 
442:414 0:442:414:3:3 
383:330 0:383:330:3:3 
562:447 0:562:447:3:3 
154:218 0:154:218:3:3 
514:314 0:514:314:3:3 
553:192 0:553:192:3:3 
572:100 0:572:100:3:3 
723:240 0:723:240:3:3 
151:363 0:151:363:3:3 
230:480 0:230:480:3:3 
841:93 0:841:93:3:3 
895:406 0:895:406:3:3 
600:276 0:600:276:3:3 
547:271 0:547:271:3:3 
197:138 0:197:138:3:3 
70:392 0:70:392:3:3 
183:171 0:183:171:3:3 
21:188 0:21:188:3:3 
59:121 0:59:121:3:3 
442:99 0:442:99:3:3 
580:461 0:580:461:3:3 
49:131 0:49:131:3:3 
638:223 0:638:223:3:3 
704:481 0:704:481:3:3 
20:103 0:20:103:3:3 
55:258 0:55:258:3:3 
333:92 0:333:92:3:3 
92:456 0:92:456:3:3 
111:27 0:111:27:3:3 
33:465 0:33:465:3:3 
720:373 0:720:373:3:3 
594:338 0:594:338:3:3 
464:51 0:464:51:3:3 
695:496 0:695:496:3:3 
238:5 2:238:5:2:2 
422:380 0:422:380:3:3 
80:99 0:80:99:3:3 
869:429 0:869:429:3:3 
45:62 0:45:62:3:3 
640:453 0:640:453:3:3 
787:406 0:787:406:3:3 
844:157 0:844:157:3:3 
57:181 0:57:181:3:3 
755:266 0:755:266:3:3 
721:238 0:721:238:3:3 
336:140 0:336:140:3:3 
190:123 0:190:123:3:3 
265:384 0:265:384:3:3 
692:281 0:692:281:3:3 
213:402 0:213:402:3:3 
118:457 0:118:457:3:3 
588:233 0:588:233:3:3 
296:441 0:296:441:3:3 
294:100 0:294:100:3:3 
449:205 0:449:205:3:3 
431:85 0:431:85:3:3 
233:265 0:233:265:3:3 
95:88 0:95:88:3:3 
80:431 0:80:431:3:3 
597:134 0:597:134:3:3 
246:476 0:246:476:3:3 
710:431 0:710:431:3:3 
269:171 0:269:171:3:3 
217:202 0:217:202:3:3 
190:467 0:190:467:3:3 
844:289 0:844:289:3:3 
113:297 0:113:297:3:3 
407:61 0:407:61:3:3 
212:459 0:212:459:3:3 
730:392 0:730:392:3:3 
749:348 0:749:348:3:3 
74:468 0:74:468:3:3 
94:19 0:94:19:3:3 
261:192 0:261:192:3:3 
13:55 0:13:55:3:3 
236:448 0:236:448:3:3 
161:278 0:161:278:3:3 
663:221 0:663:221:3:3 
748:427 0:748:427:3:3 
767:409 0:767:409:3:3 
93:250 0:93:250:3:3 
405:302 0:405:302:3:3 
655:92 0:655:92:3:3 
245:431 0:245:431:3:3 
475:422 0:475:422:3:3 
167:443 0:167:443:3:3 
602:399 0:602:399:3:3 
828:337 0:828:337:3:3 
442:148 0:442:148:3:3 
850:249 0:850:249:3:3 
852:351 0:852:351:3:3 
582:192 0:582:192:3:3 
417:466 0:417:466:3:3 
201:363 0:201:363:3:3 
148:358 0:148:358:3:3 
704:350 0:704:350:3:3 
233:154 0:233:154:3:3 
384:180 0:384:180:3:3 
148:213 2:148:213:2:2 
699:85 3:699:85:3:3 
794:323 0:794:323:3:3 
546:480 0:546:480:3:3 
450:397 0:450:397:3:3 
822:413 0:822:413:3:3 
57:277 0:57:277:3:3 
475:98 0:475:98:3:3 
153:467 0:153:467:3:3 
648:171 0:648:171:3:3 
742:228 0:742:228:3:3 
615:366 2:615:366:2:2 
758:282 0:758:282:3:3 
339:447 0:339:447:3:3 
125:254 0:125:254:3:3 
495:476 0:495:476:3:3 
75:216 0:75:216:3:3 
617:94 0:617:94:3:3 
447:89 0:447:89:3:3 
413:89 0:413:89:3:3 
768:72 0:768:72:3:3 
849:283 0:849:283:3:3 
557:322 0:557:322:3:3 
185:411 0:185:411:3:3 
646:248 0:646:248:3:3 
5:128 0:5:128:3:3 
712:388 0:712:388:3:3 
437:373 0:437:373:3:3 
755:486 0:755:486:3:3 
542:456 0:542:456:3:3 
443:63 0:443:63:3:3 
623:295 0:623:295:3:3 
532:197 2:532:197:2:2 
460:265 0:460:265:3:3 
8:410 0:8:410:3:3 
137:250 3:137:250:3:3 
356:458 0:356:458:3:3 
655:24 0:655:24:3:3 
696:237 0:696:237:3:3 
397:3 0:397:3:3:3 
24:458 0:24:458:3:3 
502:146 0:502:146:3:3 
284:238 0:284:238:3:3 
255:467 0:255:467:3:3 
716:169 0:716:169:3:3 
517:424 0:517:424:3:3 
645:227 0:645:227:3:3 
350:123 0:350:123:3:3 
758:276 0:758:276:3:3 
616:365 0:616:365:3:3 
249:260 0:249:260:3:3 
601:223 0:601:223:3:3 
537:198 0:537:198:3:3 
341:348 0:341:348:3:3 
658:178 0:658:178:3:3 
383:241 0:383:241:3:3 
165:14 0:165:14:3:3 
98:99 0:98:99:3:3 
406:296 0:406:296:3:3 
729:131 0:729:131:3:3 
876:54 0:876:54:3:3 
677:163 0:677:163:3:3 
164:330 0:164:330:3:3 
117:438 0:117:438:3:3 
814:260 0:814:260:3:3 
264:416 0:264:416:3:3 
159:452 0:159:452:3:3 
307:322 0:307:322:3:3 
367:197 0:367:197:3:3 
871:322 0:871:322:3:3 
429:171 0:429:171:3:3 
467:8 0:467:8:3:3 
250:376 0:250:376:3:3 
88:339 0:88:339:3:3 
141:247 0:141:247:3:3 
453:37 0:453:37:3:3 
738:149 0:738:149:3:3 
22:90 0:22:90:3:3 
480:141 0:480:141:3:3 
26:9 0:26:9:3:3 
221:277 2:221:277:2:2 
492:9 2:492:9:2:2 
729:462 0:729:462:3:3 
487:458 0:487:458:3:3 
894:344 0:894:344:3:3 
663:455 0:663:455:3:3 
519:100 0:519:100:3:3 
762:398 0:762:398:3:3 
230:424 0:230:424:3:3 
714:493 0:714:493:3:3 
239:458 0:239:458:3:3 
580:40 0:580:40:3:3 
745:433 0:745:433:3:3 
463:274 0:463:274:3:3 
230:59 0:230:59:3:3 
706:449 0:706:449:3:3 
234:182 2:234:182:2:2 
144:338 0:144:338:3:3 
510:283 0:510:283:3:3 
791:464 0:791:464:3:3 
405:149 0:405:149:3:3 
408:231 0:408:231:3:3 
630:212 0:630:212:3:3 
103:408 0:103:408:3:3 
675:107 0:675:107:3:3 
54:100 0:54:100:3:3 
201:400 0:201:400:3:3 
124:442 0:124:442:3:3 
518:195 0:518:195:3:3 
345:387 0:345:387:3:3 
807:495 0:807:495:3:3 
613:300 0:613:300:3:3 
579:340 0:579:340:3:3 
281:441 0:281:441:3:3 
779:150 0:779:150:3:3 
159:440 0:159:440:3:3 
508:14 0:508:14:3:3 
494:73 0:494:73:3:3 
186:262 0:186:262:3:3 
243:331 0:243:331:3:3 
726:416 0:726:416:3:3 
873:192 0:873:192:3:3 
200:438 0:200:438:3:3 
698:413 0:698:413:3:3 
717:79 0:717:79:3:3 
560:406 0:560:406:3:3 
495:333 0:495:333:3:3 
674:130 0:674:130:3:3 
845:491 0:845:491:3:3 
167:195 0:167:195:3:3 
833:483 0:833:483:3:3 
551:89 0:551:89:3:3 
754:39 0:754:39:3:3 
493:17 0:493:17:3:3 
673:459 0:673:459:3:3 
602:83 0:602:83:3:3 
787:63 0:787:63:3:3 
705:316 0:705:316:3:3 
668:330 0:668:330:3:3 
217:96 0:217:96:3:3 
623:424 0:623:424:3:3 
184:343 0:184:343:3:3 
131:304 0:131:304:3:3 
80:472 0:80:472:3:3 
449:181 2:449:181:2:2 
587:491 0:587:491:3:3 
400:479 0:400:479:3:3 
113:352 0:113:352:3:3 
796:85 0:796:85:3:3 
781:263 0:781:263:3:3 
93:495 0:93:495:3:3 
402:404 0:402:404:3:3 
520:15 0:520:15:3:3 
409:464 0:409:464:3:3 
800:271 0:800:271:3:3 
806:388 2:806:388:2:2 
839:166 0:839:166:3:3 
531:401 0:531:401:3:3 
309:244 0:309:244:3:3 
654:472 0:654:472:3:3 
496:342 0:496:342:3:3 
882:22 0:882:22:3:3 
634:36 0:634:36:3:3 
175:366 0:175:366:3:3 
676:257 0:676:257:3:3 
629:405 0:629:405:3:3 
121:56 0:121:56:3:3 
339:113 0:339:113:3:3 
140:70 0:140:70:3:3 
561:379 0:561:379:3:3 
895:108 0:895:108:3:3 
680:83 0:680:83:3:3 
454:354 0:454:354:3:3 
457:222 0:457:222:3:3 
130:44 0:130:44:3:3 
850:415 0:850:415:3:3 
334:308 0:334:308:3:3 
406:129 0:406:129:3:3 
267:333 0:267:333:3:3 
31:252 0:31:252:3:3 
583:451 2:583:451:2:2 
700:253 0:700:253:3:3 
629:1 0:629:1:3:3 
686:56 0:686:56:3:3 
852:288 0:852:288:3:3 
286:458 0:286:458:3:3 
888:310 0:888:310:3:3 
595:126 0:595:126:3:3 
44:264 0:44:264:3:3 
120:94 0:120:94:3:3 
241:92 0:241:92:3:3 
552:331 0:552:331:3:3 
257:113 0:257:113:3:3 
817:153 0:817:153:3:3 
106:480 0:106:480:3:3 
793:208 0:793:208:3:3 
462:293 0:462:293:3:3 
855:278 0:855:278:3:3 
660:288 0:660:288:3:3 
536:366 0:536:366:3:3 
628:156 0:628:156:3:3 
404:486 0:404:486:3:3 
262:12 0:262:12:3:3 
138:54 0:138:54:3:3 
413:144 0:413:144:3:3 
342:318 0:342:318:3:3 
471:414 0:471:414:3:3 
464:72 0:464:72:3:3 
53:42 0:53:42:3:3 
91:235 0:91:235:3:3 
54:285 0:54:285:3:3 
494:212 0:494:212:3:3 
575:149 0:575:149:3:3 
692:458 2:692:458:2:2 
157:28 0:157:28:3:3 
536:187 0:536:187:3:3 
769:115 0:769:115:3:3 
39:472 0:39:472:3:3 
631:386 0:631:386:3:3 
462:248 0:462:248:3:3 
775:484 0:775:484:3:3 
446:42 0:446:42:3:3 
323:445 0:323:445:3:3 
180:82 0:180:82:3:3 
492:284 0:492:284:3:3 
114:490 0:114:490:3:3 
389:202 0:389:202:3:3 
318:224 0:318:224:3:3 
730:224 0:730:224:3:3 
825:268 0:825:268:3:3 
868:342 0:868:342:3:3 
213:7 0:213:7:3:3 
715:205 0:715:205:3:3 
455:462 0:455:462:3:3 
727:286 0:727:286:3:3 
133:326 0:133:326:3:3 
320:371 2:320:371:2:2 
563:305 0:563:305:3:3 
599:439 0:599:439:3:3 
782:77 0:782:77:3:3 
251:301 0:251:301:3:3 
108:498 0:108:498:3:3 
274:284 0:274:284:3:3 
758:348 0:758:348:3:3 
886:129 2:886:129:2:2 
388:276 0:388:276:3:3 
320:226 0:320:226:3:3 
269:23 0:269:23:3:3 
877:322 0:877:322:3:3 
435:211 0:435:211:3:3 
192:44 0:192:44:3:3 
264:489 0:264:489:3:3 
430:474 0:430:474:3:3 
255:67 0:255:67:3:3 
516:191 0:516:191:3:3 
8:68 0:8:68:3:3 
701:101 2:701:101:2:2 
283:308 0:283:308:3:3 
639:297 0:639:297:3:3 
665:134 0:665:134:3:3 
877:51 0:877:51:3:3 
130:385 0:130:385:3:3 
188:143 0:188:143:3:3 
724:41 0:724:41:3:3 
764:273 0:764:273:3:3 
509:325 0:509:325:3:3 
553:199 0:553:199:3:3 
310:74 0:310:74:3:3 
49:416 0:49:416:3:3 
432:296 0:432:296:3:3 
714:466 0:714:466:3:3 
45:52 0:45:52:3:3 
811:333 2:811:333:2:2 
766:390 0:766:390:3:3 
841:45 0:841:45:3:3 
784:276 0:784:276:3:3 
300:134 0:300:134:3:3 
695:15 0:695:15:3:3 
546:477 2:546:477:2:2 
788:324 2:788:324:2:2 
25:173 0:25:173:3:3 
327:200 0:327:200:3:3 
787:62 0:787:62:3:3 
614:52 0:614:52:3:3 
337:24 0:337:24:3:3 
524:260 0:524:260:3:3 
257:436 2:257:436:2:2 
883:53 0:883:53:3:3 
441:10 0:441:10:3:3 
81:19 0:81:19:3:3 
389:362 0:389:362:3:3 
797:381 0:797:381:3:3 
817:359 0:817:359:3:3 
859:44 0:859:44:3:3 
493:294 2:493:294:2:2 
518:185 0:518:185:3:3 
427:184 0:427:184:3:3 
543:286 0:543:286:3:3 
308:205 0:308:205:3:3 
276:445 0:276:445:3:3 
474:245 0:474:245:3:3 
17:411 0:17:411:3:3 
728:295 0:728:295:3:3 
336:254 0:336:254:3:3 
800:116 0:800:116:3:3 
673:145 0:673:145:3:3 
801:68 0:801:68:3:3 
858:159 0:858:159:3:3 
270:257 0:270:257:3:3 
401:438 0:401:438:3:3 
119:178 2:119:178:2:2 
603:193 0:603:193:3:3 
80:130 0:80:130:3:3 
388:91 0:388:91:3:3 
796:328 0:796:328:3:3 
446:337 0:446:337:3:3 
685:57 0:685:57:3:3 
143:467 0:143:467:3:3 
754:455 0:754:455:3:3 
616:227 0:616:227:3:3 
544:384 2:544:384:2:2 
378:218 0:378:218:3:3 
706:492 0:706:492:3:3 
853:107 0:853:107:3:3 
531:235 0:531:235:3:3 
164:448 0:164:448:3:3 
862:187 0:862:187:3:3 
26:481 0:26:481:3:3 
388:264 0:388:264:3:3 
71:371 0:71:371:3:3 
539:165 0:539:165:3:3 
596:306 0:596:306:3:3 
815:16 0:815:16:3:3 
193:481 0:193:481:3:3 
502:277 0:502:277:3:3 
583:212 0:583:212:3:3 
877:439 0:877:439:3:3 
681:84 0:681:84:3:3 
37:57 0:37:57:3:3 
141:90 0:141:90:3:3 
95:398 0:95:398:3:3 
61:298 0:61:298:3:3 
634:92 0:634:92:3:3 
250:357 0:250:357:3:3 
13:391 0:13:391:3:3 
490:436 0:490:436:3:3 
625:439 0:625:439:3:3 
792:35 0:792:35:3:3 
607:355 0:607:355:3:3 
187:380 0:187:380:3:3 
362:138 0:362:138:3:3 
35:288 0:35:288:3:3 
37:402 0:37:402:3:3 
757:3 0:757:3:3:3 
83:44 0:83:44:3:3 
174:213 0:174:213:3:3 
837:123 0:837:123:3:3 
549:311 0:549:311:3:3 
609:244 0:609:244:3:3 
610:295 2:610:295:2:2 
663:275 0:663:275:3:3 
44:321 0:44:321:3:3 
135:154 0:135:154:3:3 
262:131 0:262:131:3:3 
125:298 0:125:298:3:3 
253:213 0:253:213:3:3 
262:283 0:262:283:3:3 
429:266 0:429:266:3:3 
196:43 0:196:43:3:3 
168:82 0:168:82:3:3 
770:326 0:770:326:3:3 
405:225 0:405:225:3:3 
172:44 0:172:44:3:3 
751:296 0:751:296:3:3 
129:231 0:129:231:3:3 
336:301 0:336:301:3:3 
523:19 0:523:19:3:3 
779:109 0:779:109:3:3 
766:239 0:766:239:3:3 
513:25 0:513:25:3:3 
290:402 0:290:402:3:3 
474:439 0:474:439:3:3 
148:52 2:148:52:2:2 
869:238 0:869:238:3:3 
137:317 0:137:317:3:3 
870:313 0:870:313:3:3 
798:42 0:798:42:3:3 
105:369 0:105:369:3:3 
87:33 2:87:33:2:2 
775:118 0:775:118:3:3 
332:136 0:332:136:3:3 
498:96 0:498:96:3:3 
755:214 2:755:214:2:2 
194:169 0:194:169:3:3 
124:42 0:124:42:3:3 
109:314 0:109:314:3:3 
381:437 0:381:437:3:3 
826:290 0:826:290:3:3 
366:475 0:366:475:3:3 
261:21 0:261:21:3:3 
688:271 3:688:271:3:3 
322:5 0:322:5:3:3 
507:3 0:507:3:3:3 
238:145 2:238:145:2:2 
702:288 0:702:288:3:3 
868:8 0:868:8:3:3 
887:252 0:887:252:3:3 
801:209 0:801:209:3:3 
768:262 0:768:262:3:3 
167:316 0:167:316:3:3 
181:69 0:181:69:3:3 
412:421 0:412:421:3:3 
730:216 0:730:216:3:3 
53:437 0:53:437:3:3 
226:299 0:226:299:3:3 
284:239 0:284:239:3:3 
363:366 0:363:366:3:3 
491:309 0:491:309:3:3 
881:237 0:881:237:3:3 
353:436 0:353:436:3:3 
272:106 0:272:106:3:3 
388:349 0:388:349:3:3 
27:183 0:27:183:3:3 
501:244 0:501:244:3:3 
179:112 0:179:112:3:3 
786:440 0:786:440:3:3 
105:464 0:105:464:3:3 
368:151 0:368:151:3:3 
131:245 0:131:245:3:3 
424:393 0:424:393:3:3 
577:69 0:577:69:3:3 
445:269 0:445:269:3:3 
738:260 2:738:260:2:2 
783:485 0:783:485:3:3 
307:225 0:307:225:3:3 
95:349 0:95:349:3:3 
776:333 0:776:333:3:3 
501:22 0:501:22:3:3 
25:294 0:25:294:3:3 
307:325 0:307:325:3:3 
93:172 0:93:172:3:3 
221:407 0:221:407:3:3 
539:62 0:539:62:3:3 
467:11 0:467:11:3:3 
430:125 0:430:125:3:3 
605:305 0:605:305:3:3 
73:128 0:73:128:3:3 
511:370 0:511:370:3:3 
743:135 0:743:135:3:3 
487:453 0:487:453:3:3 
851:94 0:851:94:3:3 
713:65 0:713:65:3:3 
785:444 0:785:444:3:3 
1:333 0:1:333:3:3 
704:268 0:704:268:3:3 
713:210 0:713:210:3:3 
